player.name,team.name,position,age,market_value_raw,market_value_eur
Michael Zetterer,SV Werder Bremen,"Michael Zetterer            




            Goalkeeper",12/07/1995 (28),€3.00m,3000000.0
Jiri Pavlenka,SV Werder Bremen,"Jiri Pavlenka            




            Goalkeeper",14/04/1992 (32),€1.50m,1500000.0
Dudu,SV Werder Bremen,"Dudu            




            Goalkeeper",10/02/1999 (25),€200k,200000.0
Spyros Angelidis,SV Werder Bremen,"Spyros Angelidis            




            Goalkeeper",28/01/2005 (19),-,
Marco Friedl,SV Werder Bremen,"Marco Friedl  




            Centre-Back",16/03/1998 (26),€7.50m,7500000.0
Niklas Stark,SV Werder Bremen,"Niklas Stark            




            Centre-Back",14/04/1995 (29),€5.50m,5500000.0
Milos Veljkovic,SV Werder Bremen,"Milos Veljkovic            




            Centre-Back",26/09/1995 (28),€4.50m,4500000.0
Amos Pieper,SV Werder Bremen,"Amos Pieper  




            Centre-Back",17/01/1998 (26),€4.00m,4000000.0
Julián Malatini,SV Werder Bremen,"Julián Malatini            




            Centre-Back",31/05/2001 (23),€2.50m,2500000.0
Anthony Jung,SV Werder Bremen,"Anthony Jung            




            Centre-Back",03/11/1991 (32),€1.00m,1000000.0
Olivier Deman,SV Werder Bremen,"Olivier Deman            




            Left-Back",06/04/2000 (24),€5.00m,5000000.0
Felix Agu,SV Werder Bremen,"Felix Agu            




            Left-Back",27/09/1999 (24),€4.00m,4000000.0
Mitchell Weiser,SV Werder Bremen,"Mitchell Weiser  




            Right-Back",21/04/1994 (30),€6.00m,6000000.0
Senne Lynen,SV Werder Bremen,"Senne Lynen            




            Defensive Midfield",19/02/1999 (25),€7.00m,7000000.0
Ilia Gruev,SV Werder Bremen,"Ilia Gruev            




            Defensive Midfield",06/05/2000 (24),€5.00m,5000000.0
Skelly Alvero,SV Werder Bremen,"Skelly Alvero            




            Defensive Midfield",04/05/2002 (22),€4.00m,4000000.0
Nicolai Rapp,SV Werder Bremen,"Nicolai Rapp  




            Defensive Midfield",13/12/1996 (27),€700k,700000.0
Christian Groß,SV Werder Bremen,"Christian Groß            




            Defensive Midfield",08/02/1989 (35),€300k,300000.0
Jens Stage,SV Werder Bremen,"Jens Stage            




            Central Midfield",08/11/1996 (27),€7.50m,7500000.0
Leonardo Bittencourt,SV Werder Bremen,"Leonardo Bittencourt







 




            Central Midfield",19/12/1993 (30),€2.50m,2500000.0
Naby Keïta,SV Werder Bremen,"Naby Keïta            




            Central Midfield",10/02/1995 (29),€2.00m,2000000.0
Jakob Löpping,SV Werder Bremen,"Jakob Löpping            




            Central Midfield",20/06/2003 (21),€125k,125000.0
Cimo Röcker,SV Werder Bremen,"Cimo Röcker            




            Central Midfield",21/01/1994 (30),-,
Romano Schmid,SV Werder Bremen,"Romano Schmid            




            Attacking Midfield",27/01/2000 (24),€10.00m,10000000.0
Isak Hansen-Aarøen,SV Werder Bremen,"Isak Hansen-Aarøen            




            Attacking Midfield",22/08/2004 (19),€1.50m,1500000.0
Leon Opitz,SV Werder Bremen,"Leon Opitz            




            Attacking Midfield",11/04/2005 (19),€600k,600000.0
Kein Sato,SV Werder Bremen,"Kein Sato            




            Left Winger",11/07/2001 (22),-,
Justin Njinmah,SV Werder Bremen,"Justin Njinmah            




            Right Winger",15/11/2000 (23),€9.00m,9000000.0
Niclas Füllkrug,SV Werder Bremen,"Niclas Füllkrug            




            Centre-Forward",09/02/1993 (31),€15.00m,15000000.0
Marvin Ducksch,SV Werder Bremen,"Marvin Ducksch            




            Centre-Forward",07/03/1994 (30),€9.00m,9000000.0
Rafael Borré,SV Werder Bremen,"Rafael Borré            




            Centre-Forward",15/09/1995 (28),€8.00m,8000000.0
Nick Woltemade,SV Werder Bremen,"Nick Woltemade            




            Centre-Forward",14/02/2002 (22),€4.00m,4000000.0
Dawid Kownacki,SV Werder Bremen,"Dawid Kownacki

 




            Centre-Forward",14/03/1997 (27),€2.00m,2000000.0
Oliver Burke,SV Werder Bremen,"Oliver Burke            




            Centre-Forward",07/04/1997 (27),€2.00m,2000000.0
Joel Imasuen,SV Werder Bremen,"Joel Imasuen  




            Centre-Forward",27/10/2004 (19),-,
Kevin Müller,1.FC Heidenheim 1846,"Kevin Müller            




            Goalkeeper",15/03/1991 (33),€1.00m,1000000.0
Vitus Eicher,1.FC Heidenheim 1846,"Vitus Eicher            




            Goalkeeper",05/11/1990 (33),€250k,250000.0
Frank Feller,1.FC Heidenheim 1846,"Frank Feller            




            Goalkeeper",07/01/2004 (20),€200k,200000.0
Paul Tschernuth,1.FC Heidenheim 1846,"Paul Tschernuth            




            Goalkeeper",20/01/2002 (22),€100k,100000.0
Benedikt Gimber,1.FC Heidenheim 1846,"Benedikt Gimber            




            Centre-Back",19/02/1997 (27),€2.80m,2800000.0
Patrick Mainka,1.FC Heidenheim 1846,"Patrick Mainka  




            Centre-Back",06/11/1994 (29),€2.50m,2500000.0
Tim Siersleben,1.FC Heidenheim 1846,"Tim Siersleben

 




            Centre-Back",09/03/2000 (24),€1.50m,1500000.0
Thomas Keller,1.FC Heidenheim 1846,"Thomas Keller            




            Centre-Back",05/08/1999 (24),€350k,350000.0
Jonas Föhrenbach,1.FC Heidenheim 1846,"Jonas Föhrenbach            




            Left-Back",26/01/1996 (28),€2.00m,2000000.0
Seedy Jarju,1.FC Heidenheim 1846,"Seedy Jarju            




            Left-Back",28/10/2004 (19),€200k,200000.0
Omar Traoré,1.FC Heidenheim 1846,"Omar Traoré            




            Right-Back",04/02/1998 (26),€2.50m,2500000.0
Marnon Busch,1.FC Heidenheim 1846,"Marnon Busch            




            Right-Back",08/12/1994 (29),€1.20m,1200000.0
Lennard Maloney,1.FC Heidenheim 1846,"Lennard Maloney  




            Defensive Midfield",08/10/1999 (24),€5.00m,5000000.0
Norman Theuerkauf,1.FC Heidenheim 1846,"Norman Theuerkauf            




            Defensive Midfield",N/A (37),€300k,300000.0
Luka Janes,1.FC Heidenheim 1846,"Luka Janes            




            Defensive Midfield",19/01/2004 (20),€200k,200000.0
Jan Schöppner,1.FC Heidenheim 1846,"Jan Schöppner            




            Central Midfield",12/06/1999 (25),€3.00m,3000000.0
Kevin Sessa,1.FC Heidenheim 1846,"Kevin Sessa            




            Central Midfield",06/07/2000 (23),€2.50m,2500000.0
Adrian Beck,1.FC Heidenheim 1846,"Adrian Beck            




            Attacking Midfield",09/06/1997 (27),€1.50m,1500000.0
Denis Thomalla,1.FC Heidenheim 1846,"Denis Thomalla            




            Attacking Midfield",16/08/1992 (31),€750k,750000.0
Christian Kühlwetter,1.FC Heidenheim 1846,"Christian Kühlwetter            




            Attacking Midfield",21/04/1996 (28),€500k,500000.0
Niklas Beste,1.FC Heidenheim 1846,"Niklas Beste            




            Right Winger",04/01/1999 (25),€15.00m,15000000.0
Eren Dinkçi,1.FC Heidenheim 1846,"Eren Dinkçi            




            Right Winger",13/12/2001 (22),€12.00m,12000000.0
Florian Pick,1.FC Heidenheim 1846,"Florian Pick            




            Right Winger",08/09/1995 (28),€700k,700000.0
Nikola Dovedan,1.FC Heidenheim 1846,"Nikola Dovedan            




            Second Striker",06/07/1994 (29),€800k,800000.0
Tim Kleindienst,1.FC Heidenheim 1846,"Tim Kleindienst  




            Centre-Forward",31/08/1995 (28),€6.00m,6000000.0
Marvin Pieringer,1.FC Heidenheim 1846,"Marvin Pieringer            




            Centre-Forward",04/10/1999 (24),€3.00m,3000000.0
Stefan Schimmer,1.FC Heidenheim 1846,"Stefan Schimmer            




            Centre-Forward",28/04/1994 (30),€500k,500000.0
Elidon Qenaj,1.FC Heidenheim 1846,"Elidon Qenaj            




            Centre-Forward",22/05/2003 (21),€100k,100000.0
Péter Gulácsi,RB Leipzig,"Péter Gulácsi  




            Goalkeeper",06/05/1990 (34),€3.00m,3000000.0
Janis Blaswich,RB Leipzig,"Janis Blaswich            




            Goalkeeper",02/05/1991 (33),€2.00m,2000000.0
Timo Schlieck,RB Leipzig,"Timo Schlieck  




            Goalkeeper",02/03/2006 (18),€500k,500000.0
Leopold Zingerle,RB Leipzig,"Leopold Zingerle            




            Goalkeeper",10/04/1994 (30),€400k,400000.0
Castello Lukeba,RB Leipzig,"Castello Lukeba            




            Centre-Back",17/12/2002 (21),€40.00m,40000000.0
Mohamed Simakan,RB Leipzig,"Mohamed Simakan            




            Centre-Back",03/05/2000 (24),€35.00m,35000000.0
El Chadaille Bitshiabu,RB Leipzig,"El Chadaille Bitshiabu            




            Centre-Back",16/05/2005 (19),€12.00m,12000000.0
Willi Orbán,RB Leipzig,"Willi Orbán            




            Centre-Back",03/11/1992 (31),€10.00m,10000000.0
Lukas Klostermann,RB Leipzig,"Lukas Klostermann            




            Centre-Back",03/06/1996 (28),€8.00m,8000000.0
Jonathan Norbye,RB Leipzig,"Jonathan Norbye            




            Centre-Back",26/03/2007 (17),-,
Tim Köhler,RB Leipzig,"Tim Köhler            




            Centre-Back",02/05/2005 (19),-,
David Raum,RB Leipzig,"David Raum  




            Left-Back",22/04/1998 (26),€20.00m,20000000.0
Christopher Lenz,RB Leipzig,"Christopher Lenz            




            Left-Back",22/09/1994 (29),€1.50m,1500000.0
Benjamin Henrichs,RB Leipzig,"Benjamin Henrichs            




            Right-Back",23/02/1997 (27),€20.00m,20000000.0
Hugo Novoa,RB Leipzig,"Hugo Novoa            




            Right-Back",24/01/2003 (21),€2.50m,2500000.0
Nicolas Seiwald,RB Leipzig,"Nicolas Seiwald            




            Defensive Midfield",04/05/2001 (23),€16.00m,16000000.0
Xaver Schlager,RB Leipzig,"Xaver Schlager            




            Central Midfield",28/09/1997 (26),€28.00m,28000000.0
Amadou Haidara,RB Leipzig,"Amadou Haidara            




            Central Midfield",31/01/1998 (26),€20.00m,20000000.0
Kevin Kampl,RB Leipzig,"Kevin Kampl            




            Central Midfield",09/10/1990 (33),€3.50m,3500000.0
Ilaix Moriba,RB Leipzig,"Ilaix Moriba            




            Central Midfield",19/01/2003 (21),€3.00m,3000000.0
Xavi Simons,RB Leipzig,"Xavi Simons            




            Attacking Midfield",21/04/2003 (21),€80.00m,80000000.0
Dani Olmo,RB Leipzig,"Dani Olmo            




            Attacking Midfield",07/05/1998 (26),€50.00m,50000000.0
Eljif Elmas,RB Leipzig,"Eljif Elmas            




            Attacking Midfield",24/09/1999 (24),€20.00m,20000000.0
Christoph Baumgartner,RB Leipzig,"Christoph Baumgartner            




            Attacking Midfield",01/08/1999 (24),€18.00m,18000000.0
Fábio Carvalho,RB Leipzig,"Fábio Carvalho  




            Attacking Midfield",30/08/2002 (21),€14.00m,14000000.0
Nuha Jatta,RB Leipzig,"Nuha Jatta            




            Attacking Midfield",15/03/2006 (18),-,
Emil Forsberg,RB Leipzig,"Emil Forsberg            




            Left Winger",23/10/1991 (32),€5.00m,5000000.0
Loïs Openda,RB Leipzig,"Loïs Openda            




            Centre-Forward",16/02/2000 (24),€60.00m,60000000.0
Benjamin Sesko,RB Leipzig,"Benjamin Sesko            




            Centre-Forward",31/05/2003 (21),€50.00m,50000000.0
Timo Werner,RB Leipzig,"Timo Werner            




            Centre-Forward",06/03/1996 (28),€17.00m,17000000.0
Yussuf Poulsen,RB Leipzig,"Yussuf Poulsen            




            Centre-Forward",15/06/1994 (30),€6.00m,6000000.0
Yannick Eduardo,RB Leipzig,"Yannick Eduardo            




            Centre-Forward",23/01/2006 (18),-,
Robin Zentner,1.FSV Mainz 05,"Robin Zentner  




            Goalkeeper",28/10/1994 (29),€3.00m,3000000.0
Daniel Batz,1.FSV Mainz 05,"Daniel Batz            




            Goalkeeper",12/01/1991 (33),€350k,350000.0
Lasse Rieß,1.FSV Mainz 05,"Lasse Rieß            




            Goalkeeper",27/07/2001 (22),€200k,200000.0
Sepp van den Berg,1.FSV Mainz 05,"Sepp van den Berg            




            Centre-Back",20/12/2001 (22),€12.00m,12000000.0
Andreas Hanche-Olsen,1.FSV Mainz 05,"Andreas Hanche-Olsen  




            Centre-Back",17/01/1997 (27),€9.00m,9000000.0
Dominik Kohr,1.FSV Mainz 05,"Dominik Kohr            




            Centre-Back",31/01/1994 (30),€3.00m,3000000.0
Maxim Leitsch,1.FSV Mainz 05,"Maxim Leitsch            




            Centre-Back",18/05/1998 (26),€1.50m,1500000.0
Danny da Costa,1.FSV Mainz 05,"Danny da Costa            




            Centre-Back",13/07/1993 (30),€1.20m,1200000.0
Stefan Bell,1.FSV Mainz 05,"Stefan Bell  




            Centre-Back",24/08/1991 (32),€800k,800000.0
Lasse Wilhelm,1.FSV Mainz 05,"Lasse Wilhelm            




            Centre-Back",20/03/2003 (21),€225k,225000.0
Maxim Dal,1.FSV Mainz 05,"Maxim Dal  




            Centre-Back",26/01/2006 (18),-,
Phillipp Mwene,1.FSV Mainz 05,"Phillipp Mwene            




            Left-Back",29/01/1994 (30),€1.80m,1800000.0
Tim Müller,1.FSV Mainz 05,"Tim Müller            




            Left-Back",23/09/2004 (19),€150k,150000.0
Anthony Caci,1.FSV Mainz 05,"Anthony Caci

  




            Right-Back",01/07/1997 (26),€7.00m,7000000.0
Silvan Widmer,1.FSV Mainz 05,"Silvan Widmer  




            Right-Back",05/03/1993 (31),€3.00m,3000000.0
Anton Stach,1.FSV Mainz 05,"Anton Stach            




            Defensive Midfield",15/11/1998 (25),€15.00m,15000000.0
Tom Krauß,1.FSV Mainz 05,"Tom Krauß            




            Defensive Midfield",22/06/2001 (23),€4.00m,4000000.0
Edimilson Fernandes,1.FSV Mainz 05,"Edimilson Fernandes            




            Defensive Midfield",15/04/1996 (28),€3.50m,3500000.0
Josuha Guilavogui,1.FSV Mainz 05,"Josuha Guilavogui            




            Defensive Midfield",19/09/1990 (33),€700k,700000.0
Leandro Barreiro,1.FSV Mainz 05,"Leandro Barreiro            




            Central Midfield",03/01/2000 (24),€17.00m,17000000.0
Nadiem Amiri,1.FSV Mainz 05,"Nadiem Amiri            




            Central Midfield",27/10/1996 (27),€7.00m,7000000.0
Merveille Papela,1.FSV Mainz 05,"Merveille Papela            




            Central Midfield",18/01/2001 (23),€1.00m,1000000.0
Brajan Gruda,1.FSV Mainz 05,"Brajan Gruda            




            Attacking Midfield",31/05/2004 (20),€20.00m,20000000.0
Jae-sung Lee,1.FSV Mainz 05,"Jae-sung Lee            




            Attacking Midfield",10/08/1992 (31),€2.50m,2500000.0
Marco Richter,1.FSV Mainz 05,"Marco Richter            




            Attacking Midfield",24/11/1997 (26),€2.00m,2000000.0
Aymen Barkok,1.FSV Mainz 05,"Aymen Barkok  




            Attacking Midfield",21/05/1998 (26),€1.00m,1000000.0
Anwar El Ghazi,1.FSV Mainz 05,"Anwar El Ghazi            




            Right Winger",03/05/1995 (29),€2.50m,2500000.0
David Mamutovic,1.FSV Mainz 05,"David Mamutovic            




            Right Winger",05/12/2000 (23),€250k,250000.0
Jonathan Burkardt,1.FSV Mainz 05,"Jonathan Burkardt            




            Centre-Forward",11/07/2000 (23),€12.00m,12000000.0
Nelson Weiper,1.FSV Mainz 05,"Nelson Weiper  




            Centre-Forward",17/03/2005 (19),€5.00m,5000000.0
Ludovic Ajorque,1.FSV Mainz 05,"Ludovic Ajorque            




            Centre-Forward",25/02/1994 (30),€3.00m,3000000.0
Karim Onisiwo,1.FSV Mainz 05,"Karim Onisiwo            




            Centre-Forward",17/03/1992 (32),€1.50m,1500000.0
Jessic Ngankam,1.FSV Mainz 05,"Jessic Ngankam  




            Centre-Forward",20/07/2000 (23),€1.50m,1500000.0
Marcus Müller,1.FSV Mainz 05,"Marcus Müller            




            Centre-Forward",20/08/2002 (21),€200k,200000.0
Finn Dahmen,FC Augsburg,"Finn Dahmen            




            Goalkeeper",27/03/1998 (26),€5.00m,5000000.0
Tomas Koubek,FC Augsburg,"Tomas Koubek            




            Goalkeeper",26/08/1992 (31),€800k,800000.0
Marcel Lubik,FC Augsburg,"Marcel Lubik            




            Goalkeeper",19/05/2004 (20),€300k,300000.0
Felix Uduokhai,FC Augsburg,"Felix Uduokhai            




            Centre-Back",09/09/1997 (26),€7.00m,7000000.0
Maximilian Bauer,FC Augsburg,"Maximilian Bauer            




            Centre-Back",09/02/2000 (24),€3.00m,3000000.0
Patric Pfeiffer,FC Augsburg,"Patric Pfeiffer            




            Centre-Back",20/08/1999 (24),€2.00m,2000000.0
Jeffrey Gouweleeuw,FC Augsburg,"Jeffrey Gouweleeuw   




            Centre-Back",10/07/1991 (32),€2.00m,2000000.0
Japhet Tanganga,FC Augsburg,"Japhet Tanganga            




            Centre-Back",31/03/1999 (25),€1.80m,1800000.0
Reece Oxford,FC Augsburg,"Reece Oxford  




            Centre-Back",16/12/1998 (25),€1.50m,1500000.0
Frederik Winther,FC Augsburg,"Frederik Winther            




            Centre-Back",04/01/2001 (23),€800k,800000.0
David Deger,FC Augsburg,"David Deger            




            Centre-Back",13/02/2000 (24),€100k,100000.0
Iago,FC Augsburg,"Iago            




            Left-Back",23/03/1997 (27),€4.00m,4000000.0
Mads Pedersen,FC Augsburg,"Mads Pedersen            




            Left-Back",01/09/1996 (27),€2.50m,2500000.0
Aaron Zehnter,FC Augsburg,"Aaron Zehnter            




            Left-Back",31/10/2004 (19),€1.50m,1500000.0
David Colina,FC Augsburg,"David Colina            




            Left-Back",19/07/2000 (23),€1.00m,1000000.0
Kevin Mbabu,FC Augsburg,"Kevin Mbabu            




            Right-Back",19/04/1995 (29),€4.00m,4000000.0
Robert Gumny,FC Augsburg,"Robert Gumny            




            Right-Back",04/06/1998 (26),€2.00m,2000000.0
Raphael Framberger,FC Augsburg,"Raphael Framberger            




            Right-Back",06/09/1995 (28),€600k,600000.0
Kristijan Jakic,FC Augsburg,"Kristijan Jakic            




            Defensive Midfield",14/05/1997 (27),€6.50m,6500000.0
Niklas Dorsch,FC Augsburg,"Niklas Dorsch  




            Defensive Midfield",15/01/1998 (26),€4.00m,4000000.0
Tim Breithaupt,FC Augsburg,"Tim Breithaupt  




            Defensive Midfield",07/02/2002 (22),€3.00m,3000000.0
Mahmut Kücüksahin,FC Augsburg,"Mahmut Kücüksahin            




            Defensive Midfield",07/04/2004 (20),€100k,100000.0
Arne Engels,FC Augsburg,"Arne Engels            




            Central Midfield",08/09/2003 (20),€9.00m,9000000.0
Arne Maier,FC Augsburg,"Arne Maier            




            Central Midfield",08/01/1999 (25),€5.00m,5000000.0
Elvis Rexhbecaj,FC Augsburg,"Elvis Rexhbecaj            




            Central Midfield",01/11/1997 (26),€3.50m,3500000.0
Fredrik Jensen,FC Augsburg,"Fredrik Jensen            




            Attacking Midfield",09/09/1997 (26),€3.50m,3500000.0
Pep Biel,FC Augsburg,"Pep Biel            




            Attacking Midfield",05/09/1996 (27),€3.00m,3000000.0
Mert Kömür,FC Augsburg,"Mert Kömür            




            Attacking Midfield",17/07/2005 (18),€2.00m,2000000.0
Daniel Hausmann,FC Augsburg,"Daniel Hausmann            




            Attacking Midfield",12/02/2003 (21),€100k,100000.0
Rubén Vargas,FC Augsburg,"Rubén Vargas  




            Left Winger",05/08/1998 (25),€7.50m,7500000.0
Nathanaël Mbuku,FC Augsburg,"Nathanaël Mbuku            




            Left Winger",16/03/2002 (22),€2.00m,2000000.0
Masaya Okugawa,FC Augsburg,"Masaya Okugawa            




            Left Winger",14/04/1996 (28),€1.50m,1500000.0
Sven Michel,FC Augsburg,"Sven Michel            




            Left Winger",15/07/1990 (33),€700k,700000.0
Ermedin Demirovic,FC Augsburg,"Ermedin Demirovic            




            Centre-Forward",25/03/1998 (26),€28.00m,28000000.0
Mergim Berisha,FC Augsburg,"Mergim Berisha  




            Centre-Forward",11/05/1998 (26),€10.00m,10000000.0
Phillip Tietz,FC Augsburg,"Phillip Tietz            




            Centre-Forward",09/07/1997 (26),€5.00m,5000000.0
Dion Beljo,FC Augsburg,"Dion Beljo

 




            Centre-Forward",01/03/2002 (22),€4.00m,4000000.0
Irvin Cardona,FC Augsburg,"Irvin Cardona            




            Centre-Forward",08/08/1997 (26),€2.50m,2500000.0
Marvin Schwäbe,1.FC Köln,"Marvin Schwäbe  




            Goalkeeper",25/04/1995 (29),€4.00m,4000000.0
Philipp Pentke,1.FC Köln,"Philipp Pentke            




            Goalkeeper",01/05/1985 (39),€300k,300000.0
Jonas Nickisch,1.FC Köln,"Jonas Nickisch  




            Goalkeeper",21/05/2004 (20),€200k,200000.0
Matthias Köbbing,1.FC Köln,"Matthias Köbbing            




            Goalkeeper",28/05/1997 (27),€100k,100000.0
Jeff Chabot,1.FC Köln,"Jeff Chabot

 




            Centre-Back",12/02/1998 (26),€9.00m,9000000.0
Timo Hübers,1.FC Köln,"Timo Hübers  




            Centre-Back",20/07/1996 (27),€5.50m,5500000.0
Luca Kilian,1.FC Köln,"Luca Kilian  




            Centre-Back",01/09/1999 (24),€2.00m,2000000.0
Dominique Heintz,1.FC Köln,"Dominique Heintz            




            Centre-Back",15/08/1993 (30),€800k,800000.0
Elias Bakatukanda,1.FC Köln,"Elias Bakatukanda  




            Centre-Back",13/04/2004 (20),€250k,250000.0
Max Finkgräfe,1.FC Köln,"Max Finkgräfe            




            Left-Back",27/03/2004 (20),€6.00m,6000000.0
Leart Paçarada,1.FC Köln,"Leart Paçarada  




            Left-Back",08/10/1994 (29),€1.50m,1500000.0
Kristian Pedersen,1.FC Köln,"Kristian Pedersen            




            Left-Back",04/08/1994 (29),€800k,800000.0
Noah Katterbach,1.FC Köln,"Noah Katterbach            




            Left-Back",13/04/2001 (23),€600k,600000.0
Eric Martel,1.FC Köln,"Eric Martel            




            Defensive Midfield",29/04/2002 (22),€7.50m,7500000.0
Dejan Ljubicic,1.FC Köln,"Dejan Ljubicic            




            Defensive Midfield",08/10/1997 (26),€5.00m,5000000.0
Benno Schmitz,1.FC Köln,"Benno Schmitz            




            Defensive Midfield",17/11/1994 (29),€1.50m,1500000.0
Jacob Christensen,1.FC Köln,"Jacob Christensen            




            Defensive Midfield",25/06/2001 (23),€1.50m,1500000.0
Mathias Olesen,1.FC Köln,"Mathias Olesen            




            Defensive Midfield",21/03/2001 (23),€1.50m,1500000.0
Denis Huseinbasic,1.FC Köln,"Denis Huseinbasic            




            Central Midfield",03/07/2001 (22),€4.00m,4000000.0
Rasmus Carstensen,1.FC Köln,"Rasmus Carstensen            




            Right Midfield",10/11/2000 (23),€2.00m,2000000.0
Florian Kainz,1.FC Köln,"Florian Kainz            




            Attacking Midfield",24/10/1992 (31),€2.50m,2500000.0
Linton Maina,1.FC Köln,"Linton Maina  




            Left Winger",23/06/1999 (25),€3.00m,3000000.0
Faride Alidou,1.FC Köln,"Faride Alidou            




            Left Winger",18/07/2001 (22),€2.50m,2500000.0
Justin Diehl,1.FC Köln,"Justin Diehl  




            Left Winger",27/11/2004 (19),€2.50m,2500000.0
Jan Thielmann,1.FC Köln,"Jan Thielmann            




            Right Winger",26/05/2002 (22),€5.00m,5000000.0
Dimitrios Limnios,1.FC Köln,"Dimitrios Limnios            




            Right Winger",27/05/1998 (26),€900k,900000.0
Davie Selke,1.FC Köln,"Davie Selke            




            Centre-Forward",20/01/1995 (29),€2.80m,2800000.0
Luca Waldschmidt,1.FC Köln,"Luca Waldschmidt            




            Centre-Forward",19/05/1996 (28),€2.50m,2500000.0
Damion Downs,1.FC Köln,"Damion Downs            




            Centre-Forward",06/07/2004 (19),€2.00m,2000000.0
Steffen Tigges,1.FC Köln,"Steffen Tigges            




            Centre-Forward",31/07/1998 (25),€1.50m,1500000.0
Mark Uth,1.FC Köln,"Mark Uth            




            Centre-Forward",24/08/1991 (32),€1.00m,1000000.0
Sargis Adamyan,1.FC Köln,"Sargis Adamyan            




            Centre-Forward",23/05/1993 (31),€600k,600000.0
Florian Dietz,1.FC Köln,"Florian Dietz            




            Centre-Forward",03/08/1998 (25),€600k,600000.0
Oliver Baumann,TSG 1899 Hoffenheim,"Oliver Baumann  




            Goalkeeper",02/06/1990 (34),€3.00m,3000000.0
Nahuel Noll,TSG 1899 Hoffenheim,"Nahuel Noll            




            Goalkeeper",17/03/2003 (21),€500k,500000.0
Luca Philipp,TSG 1899 Hoffenheim,"Luca Philipp            




            Goalkeeper",28/11/2000 (23),€300k,300000.0
Ozan Kabak,TSG 1899 Hoffenheim,"Ozan Kabak            




            Centre-Back",25/03/2000 (24),€10.00m,10000000.0
Attila Szalai,TSG 1899 Hoffenheim,"Attila Szalai            




            Centre-Back",20/01/1998 (26),€4.00m,4000000.0
Kevin Akpoguma,TSG 1899 Hoffenheim,"Kevin Akpoguma            




            Centre-Back",19/04/1995 (29),€3.00m,3000000.0
Stanley Nsoki,TSG 1899 Hoffenheim,"Stanley Nsoki            




            Centre-Back",09/04/1999 (25),€2.50m,2500000.0
Tim Drexler,TSG 1899 Hoffenheim,"Tim Drexler            




            Centre-Back",06/03/2005 (19),€2.50m,2500000.0
Kevin Vogt,TSG 1899 Hoffenheim,"Kevin Vogt            




            Centre-Back",23/09/1991 (32),€2.00m,2000000.0
John Brooks,TSG 1899 Hoffenheim,"John Brooks            




            Centre-Back",28/01/1993 (31),€2.00m,2000000.0
Joshua Quarshie,TSG 1899 Hoffenheim,"Joshua Quarshie            




            Centre-Back",26/07/2004 (19),€800k,800000.0
Kasim Adams,TSG 1899 Hoffenheim,"Kasim Adams            




            Centre-Back",22/06/1995 (29),€700k,700000.0
David Jurásek,TSG 1899 Hoffenheim,"David Jurásek            




            Left-Back",07/08/2000 (23),€8.00m,8000000.0
